year,Value,Units,variable_code
2021,Financial position, Community and Other Education",Dollars (millions)
2021,Financial ratios, Community and Other Education",Percentage
2021,Financial ratios, Community and Other Education",Percentage
2021,Financial ratios, Community and Other Education",Percentage
2021,Financial ratios, Community and Other Education",Percentage
2021,Financial ratios, Community and Other Education",Percentage
2021,23024,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,540,Dollars (millions),H07
2021,19522,Dollars (millions),H08
2021,169,Dollars (millions),H09
2021,81,Dollars (millions),H10
2021,553,Dollars (millions),H11
2021,9398,Dollars (millions),H12
2021,2,Dollars (millions),H13
2021,9122,Dollars (millions),H19
2021,199,Dollars (millions),H20
2021,65,Dollars (millions),H21
2021,88,Dollars (millions),H22
2021,3524,Dollars (millions),H23
2021,28950,Dollars (millions),H24
2021,7427,Dollars (millions),H25
2021,12066,Dollars (millions),H26
2021,1402,Dollars (millions),H27
2021,504,Dollars (millions),H28
2021,9457,Dollars (millions),H29
2021,28950,Dollars (millions),H30
2021,14914,Dollars (millions),H31
2021,6007,Dollars (millions),H32
2021,8030,Dollars (millions),H33
2021,124,Percentage,H36
2021,122,Percentage,H37
2021,24,Percentage,H39
2021,12,Percentage,H40
2021,52,Percentage,H41
2021,1532,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,C,Dollars (millions),H07
2021,1375,Dollars (millions),H08
2021,25,Dollars (millions),H09
2021,6,Dollars (millions),H10
2021,86,Dollars (millions),H11
2021,503,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,753,Dollars (millions),H19
2021,2,Dollars (millions),H20
2021,24,Dollars (millions),H21
2021,36,Dollars (millions),H22
2021,169,Dollars (millions),H23
2021,2060,Dollars (millions),H24
2021,300,Dollars (millions),H25
2021,1091,Dollars (millions),H26
2021,247,Dollars (millions),H27
2021,40,Dollars (millions),H28
2021,669,Dollars (millions),H29
2021,2060,Dollars (millions),H30
2021,1150,Dollars (millions),H31
2021,339,Dollars (millions),H32
2021,571,Dollars (millions),H33
2021,88,Percentage,H36
2021,78,Percentage,H37
2021,15,Percentage,H39
2021,8,Percentage,H40
2021,56,Percentage,H41
2021,13402,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,C,Dollars (millions),H07
2021,11188,Dollars (millions),H08
2021,54,Dollars (millions),H09
2021,30,Dollars (millions),H10
2021,315,Dollars (millions),H11
2021,5019,Dollars (millions),H12
2021,2,Dollars (millions),H13
2021,5653,Dollars (millions),H19
2021,118,Dollars (millions),H20
2021,38,Dollars (millions),H21
2021,47,Dollars (millions),H22
2021,2223,Dollars (millions),H23
2021,8820,Dollars (millions),H24
2021,3844,Dollars (millions),H25
2021,2355,Dollars (millions),H26
2021,530,Dollars (millions),H27
2021,210,Dollars (millions),H28
2021,2622,Dollars (millions),H29
2021,8820,Dollars (millions),H30
2021,4446,Dollars (millions),H31
2021,2932,Dollars (millions),H32
2021,1443,Dollars (millions),H33
2021,131,Percentage,H36
2021,130,Percentage,H37
2021,50,Percentage,H39
2021,25,Percentage,H40
2021,50,Percentage,H41
2021,8090,Dollars (millions),H01
2021,Financial performance,Dollars (millions),H05
2021, grants and subsidies",Dollars (millions),H06
2021,441,Dollars (millions),H07
2021,6960,Dollars (millions),H08
2021,90,Dollars (millions),H09
2021,44,Dollars (millions),H10
2021,153,Dollars (millions),H11
2021,3877,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,2717,Dollars (millions),H19
2021,79,Dollars (millions),H20
2021,3,Dollars (millions),H21
2021,4,Dollars (millions),H22
2021,1132,Dollars (millions),H23
2021,18069,Dollars (millions),H24
2021,3283,Dollars (millions),H25
2021,8620,Dollars (millions),H26
2021,625,Dollars (millions),H27
2021,254,Dollars (millions),H28
2021,6166,Dollars (millions),H29
2021,18069,Dollars (millions),H30
2021,9318,Dollars (millions),H31
2021,2736,Dollars (millions),H32
2021,6015,Dollars (millions),H33
2021,120,Percentage,H36
2021,120,Percentage,H37
2021,12,Percentage,H39
2021,6,Percentage,H40
2021,52,Percentage,H41
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021, government funding, Recreation and Other Services",Dollars (millions)
2021, dividends and donations", Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial performance, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial position, Recreation and Other Services",Dollars (millions)
2021,Financial ratios, Recreation and Other Services",Dollars
2021,Financial ratios, Recreation and Other Services",Dollars
2021,Financial ratios, Recreation and Other Services",Percentage
2021,Financial ratios, Recreation and Other Services",Percentage
2021,Financial ratios, Recreation and Other Services",Percentage
2021,Financial ratios, Recreation and Other Services",Percentage
2021,Financial ratios, Recreation and Other Services",Percentage
2021,8954,Dollars (millions),H01
2021, grants and subsidies",Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,254,Dollars (millions),H07
2021,7763,Dollars (millions),H08
2021,287,Dollars (millions),H09
2021,204,Dollars (millions),H10
2021,384,Dollars (millions),H11
2021,1481,Dollars (millions),H12
2021,3,Dollars (millions),H13
2021,5104,Dollars (millions),H19
2021,304,Dollars (millions),H20
2021,106,Dollars (millions),H21
2021,116,Dollars (millions),H22
2021,1201,Dollars (millions),H23
2021,12498,Dollars (millions),H24
2021,3182,Dollars (millions),H25
2021,7267,Dollars (millions),H26
2021,820,Dollars (millions),H27
2021,412,Dollars (millions),H28
2021,2049,Dollars (millions),H29
2021,12498,Dollars (millions),H30
2021,8620,Dollars (millions),H31
2021,2332,Dollars (millions),H32
2021,1547,Dollars (millions),H33
2021,272900,Dollars,H34
2021,36600,Dollars,H35
2021,136,Percentage,H36
2021,131,Percentage,H37
2021,14,Percentage,H39
2021,10,Percentage,H40
2021,69,Percentage,H41
2021,971,Dollars (millions),H01
2021, grants and subsidies",Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,28,Dollars (millions),H07
2021,788,Dollars (millions),H08
2021,C,Dollars (millions),H09
2021,3,Dollars (millions),H10
2021,36,Dollars (millions),H11
2021,C,Dollars (millions),H12
2021,0,Dollars (millions),H13
2021,C,Dollars (millions),H19
2021,C,Dollars (millions),H20
2021,20,Dollars (millions),H21
2021,22,Dollars (millions),H22
2021,185,Dollars (millions),H23
2021,2262,Dollars (millions),H24
2021,C,Dollars (millions),H25
2021,1604,Dollars (millions),H26
2021,82,Dollars (millions),H27
2021,64,Dollars (millions),H28
2021,C,Dollars (millions),H29
2021,2262,Dollars (millions),H30
2021,1788,Dollars (millions),H31
2021,294,Dollars (millions),H32
2021,180,Dollars (millions),H33
2021,210600,Dollars,H34
2021,40100,Dollars,H35
2021,C,Percentage,H36
2021,C,Percentage,H37
2021,10,Percentage,H39
2021,8,Percentage,H40
2021,79,Percentage,H41
2021,3317,Dollars (millions),H01
2021, grants and subsidies",Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,213,Dollars (millions),H07
2021,3178,Dollars (millions),H08
2021,71,Dollars (millions),H09
2021,18,Dollars (millions),H10
2021,217,Dollars (millions),H11
2021,969,Dollars (millions),H12
2021,C,Dollars (millions),H13
2021,1668,Dollars (millions),H19
2021,234,Dollars (millions),H20
2021,76,Dollars (millions),H21
2021,85,Dollars (millions),H22
2021,149,Dollars (millions),H23
2021,7663,Dollars (millions),H24
2021,1725,Dollars (millions),H25
2021,4708,Dollars (millions),H26
2021,596,Dollars (millions),H27
2021,296,Dollars (millions),H28
2021,1230,Dollars (millions),H29
2021,7663,Dollars (millions),H30
2021,4888,Dollars (millions),H31
2021,1598,Dollars (millions),H32
2021,1177,Dollars (millions),H33
2021,138600,Dollars,H34
2021,6200,Dollars,H35
2021,108,Percentage,H36
2021,103,Percentage,H37
2021,3,Percentage,H39
2021,2,Percentage,H40
2021,64,Percentage,H41
2021,4665,Dollars (millions),H01
2021, grants and subsidies",Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,12,Dollars (millions),H07
2021,3798,Dollars (millions),H08
2021,C,Dollars (millions),H09
2021,183,Dollars (millions),H10
2021,131,Dollars (millions),H11
2021,C,Dollars (millions),H12
2021,C,Dollars (millions),H13
2021,C,Dollars (millions),H19
2021,C,Dollars (millions),H20
2021,10,Dollars (millions),H21
2021,10,Dollars (millions),H22
2021,867,Dollars (millions),H23
2021,2573,Dollars (millions),H24
2021,C,Dollars (millions),H25
2021,955,Dollars (millions),H26
2021,142,Dollars (millions),H27
2021,52,Dollars (millions),H28
2021,C,Dollars (millions),H29
2021,2573,Dollars (millions),H30
2021,1945,Dollars (millions),H31
2021,439,Dollars (millions),H32
2021,189,Dollars (millions),H33
2021,1091700,Dollars,H34
2021,202900,Dollars,H35
2021,C,Percentage,H36
2021,C,Percentage,H37
2021,45,Percentage,H39
2021,34,Percentage,H40
2021,76,Percentage,H41
2021,13681,Dollars (millions),H01
2021, grants and subsidies",Dollars (millions),H04
2021,Financial performance,Dollars (millions),H05
2021,949,Dollars (millions),H07
2021,11688,Dollars (millions),H08
2021,494,Dollars (millions),H09
2021,50,Dollars (millions),H10
2021,391,Dollars (millions),H11
2021,3871,Dollars (millions),H12
2021,2,Dollars (millions),H13
2021,6799,Dollars (millions),H19
2021,82,Dollars (millions),H20
2021,450,Dollars (millions),H21
2021,472,Dollars (millions),H22
2021,2016,Dollars (millions),H23
2021,17767,Dollars (millions),H24
2021,7254,Dollars (millions),H25
2021,4446,Dollars (millions),H26
2021,641,Dollars (millions),H27
2021,262,Dollars (millions),H28
2021,6066,Dollars (millions),H29
2021,17767,Dollars (millions),H30
2021,12222,Dollars (millions),H31
2021,3620,Dollars (millions),H32
2021,1925,Dollars (millions),H33
2021,201800,Dollars,H34
2021,29700,Dollars,H35
2021,200,Percentage,H36
2021,187,Percentage,H37
2021,16,Percentage,H39
2021,11,Percentage,H40
2021,69,Percentage,H41
2021,6605,Dollars (millions),H01
2021, grants and subsidies",Dollars (millions),H04
